book_id,user_id,rating
1,314,5
1,439,3
1,588,5
1,1169,4
1,1185,4
1,2077,4
1,2487,4
1,2900,5
1,3662,4
1,3922,5
1,5379,5
1,5461,3
1,5885,5
1,6630,5
1,7563,3
1,9246,1
1,10140,4
1,10146,5
1,10246,4
1,51480,1
2,6063,1
2,6342,3
2,6630,5
2,8167,2
2,9731,4
2,10111,5
2,10140,3
2,10288,5
2,10509,2
2,10610,5
2,10751,3
2,10944,5
2,11285,4
2,11408,5
2,11691,4
2,11692,3
2,11868,5
2,11927,5
2,11945,5
2,12874,4
3,7001,4
3,9246,1
3,9731,2
3,9771,3
3,10140,3
3,10246,1
3,10249,5
3,10509,1
3,10610,1
3,10751,1
3,10944,1
3,11285,2
3,11408,3
3,11599,4
3,11854,1
3,11927,4
3,12471,2
3,12946,4
3,13274,5
3,13282,5
4,12946,5
4,13034,4
4,13776,4
4,13794,4
4,14192,4
4,14207,3
4,14546,5
4,14603,5
4,15604,3
4,17228,5
4,17643,5
4,17663,5
4,17984,5
4,18031,5
4,18313,5
4,19526,5
4,19724,5
4,19729,4
4,20406,2
4,20467,4
5,10402,4
5,10944,3
5,11691,5
5,11692,4
5,11868,3
5,11927,5
5,11945,4
5,12381,4
5,12476,5
5,12874,4
5,12946,5
5,13034,4
5,13776,4
5,13794,2
5,14546,2
5,14603,4
5,15547,2
5,17228,5
5,17643,2
5,17663,5
6,2077,2
6,2171,5
6,3662,5
6,5379,5
6,6016,5
6,8440,4
6,8612,4
6,9195,3
6,9246,2
6,9722,5
6,10727,5
6,11599,4
6,11691,3
6,11927,5
6,12476,4
6,13282,5
6,14222,4
6,14285,4
6,15318,4
6,16569,5
7,5629,3
7,6063,4
7,6630,5
7,6634,4
7,7001,3
7,7563,4
7,8167,3
7,8484,4
7,10111,4
7,10140,4
7,10246,4
7,10249,5
7,10509,2
7,10610,4
7,10944,5
7,11285,3
7,11408,2
7,11691,4
7,11692,4
7,52036,5
8,4606,2
8,5461,4
8,6342,5
8,6630,4
8,7001,5
8,9246,4
8,9771,5
8,10140,3
8,10246,5
8,11285,3
8,11691,5
8,11868,2
8,11945,5
8,12381,3
8,12874,4
8,12946,4
8,13034,4
8,13776,4
8,13794,2
8,13991,4
9,9731,3
9,10140,2
9,10509,5
9,10610,3
9,10944,4
9,11408,1
9,11445,4
9,11691,3
9,11692,3
9,11854,1
9,11945,4
9,11999,3
9,12466,1
9,12874,5
9,13034,5
9,13544,3
9,13794,2
9,13991,4
9,14248,3
9,14372,2
10,13776,4
10,13794,4
10,13991,4
10,14192,4
10,14248,5
10,15547,3
10,15604,3
10,17228,5
10,17434,4
10,17643,1
10,17663,4
10,17984,5
10,18313,5
10,19526,4
10,19724,5
10,19942,5
10,20076,3
10,20406,4
10,20967,4
10,21217,3
11,18031,4
11,18361,4
11,18857,5
11,19526,4
11,19729,4
11,20467,4
11,20848,5
11,20967,3
11,21217,3
11,21733,2
11,22602,5
11,23576,4
11,23612,4
11,24326,3
11,24499,5
11,24834,5
11,26244,4
11,26398,4
11,26579,4
11,26661,5
12,2077,3
12,2171,5
12,3114,4
12,3662,4
12,5379,4
12,7563,2
12,8440,2
12,8669,4
12,9722,4
12,11599,3
12,11691,3
12,11927,3
12,12476,2
12,13000,4
12,13274,4
12,13282,5
12,13826,4
12,14222,4
12,14285,3
12,17242,4
13,13794,3
13,10249,3
13,10288,3
13,10509,5
13,10610,5
13,10944,4
13,11285,3
13,11408,3
13,11691,5
13,11692,5
13,11868,5
13,11927,4
13,11945,4
13,12381,5
13,12471,4
13,12874,4
13,12946,5
13,13282,5
13,13776,4
13,14546,5
14,1169,3
14,1952,5
14,2324,5
14,3087,3
14,3739,4
14,4536,5
14,5115,3
14,5461,4
14,5645,5
14,6063,4
14,6342,5
14,7001,3
14,8167,4
14,8178,5
14,8370,3
14,8484,3
14,8510,3
14,9246,3
14,11285,3
14,11692,5
15,9731,4
15,10140,3
15,10610,3
15,11285,3
15,11408,3
15,11569,4
15,11691,4
15,11692,5
15,11927,2
15,12381,5
15,12874,4
15,12946,4
15,13034,4
15,13274,5
15,13282,5
15,13544,4
15,13776,5
15,13794,5
15,13991,5
15,15604,3
